codeDimsMultiplier,l1Strength,epochs,batchSize,topkFeatures,learningRate,modelDims,codeDims,Reconstruction MSE,Reconstruction R^2,Activaiton density,Dead feature rate,Gini,Cos mean,Cos p95,Cos max,Mean active
4,0.01,100,256,None,0.001,640,2560,1.216102066040039,0.8707082630691537,0.509960949420929,0.0,0.13721787929534912,2.140082506230101e-05,0.07624021917581558,0.1416170299053192,1305.5 
4,0.01,100,256,50,0.001,640,2560,3.162237548828125,0.6638019154039747,0.01953125,0.5582031011581421,0.7219640016555786,0.0011569368652999401,0.09361152350902557,0.246487557888031,50.0 
4,0.01,100,256,100,0.001,640,2560,2.7461373901367185,0.708040235325258,0.0390625,0.2972656190395355,0.5582460761070251,6.872609083075076e-05,0.09423691779375076,0.23151257634162903,100.0 
4,0.01,100,256,150,0.001,640,2560,2.502765655517578,0.733914670676925,0.05859375,0.15781250596046448,0.46436819434165955,-0.0012068153591826558,0.08843746036291122,0.20416176319122314,150.0 
4,0,100,256,150,0.001,640,2560,2.504317169189453,0.7337497191460376,0.05859375,0.15976563096046448,0.46610578894615173,-0.0012865083990618587,0.09159372746944427,0.22213371098041534,150.0 
4,0.0001,100,256,150,0.001,640,2560,2.4856434631347657,0.7357350425478868,0.05859375,0.15625,0.46557626128196716,0.0006806570454500616,0.08926211297512054,0.19671639800071716,150.0 
4,0.0003,100,256,150,0.001,640,2560,2.5052859497070314,0.733646721774912,0.05859375,0.15742187201976776,0.4603228271007538,-0.0016386461211368442,0.08727496862411499,0.20150408148765564,150.0 
4,0.001,100,256,150,0.001,640,2560,2.487263641357422,0.7355627908410651,0.05859375,0.15976563096046448,0.4597325325012207,-0.000974904338363558,0.08555655181407928,0.2157110720872879,150.0 
